av号,播放量,标题
81468772,2509208,肚脐眼里的泥是什么？到底能不能抠？
77936574,2486732,狗：“我可能不是人，但你是真的狗”
898993,2477391,特別的朗誦技巧(粵語)
63360925,2477381,全程高燃！登峰造极！一刀封神！
81844032,2475445,杀 戮 天 使
18511592,2467178,遇到一只不服从命令的羊！！！牧羊犬:你是我带过最差的一头羊。。。
77381388,2460308,改变人生的15秒
70516973,2458055,猫就是猫，再大也是猫
73703681,2452788,看来永远不能威胁一只羊驼
77652757,2448609,你现在孟婆汤的质量越来越不行了。
77974377,2447579,管 制 刀 具
34095284,2445529,能威胁到面筋哥的人出现了.
74901272,2442094,我 和 你 荡 秋 千
7760464,2433046,自从这群歪果仁开始逛淘宝以后。。。
74890315,2428233,巨魔蘸酱化身渡我被身子倾情演唱 the real suger baby
29987777,2427759,【unravel】东京食尸鬼/现场版：估计没有几个人可以翻唱这首歌了……
47387375,2423899,猫烤火一定要烤熟了才知道吗？
83102896,2408726,男生的快乐有多简单？？女生勿进
937074,2407523,北极兔站起来的样子（前方高能——）
2056621,2405369,德国BOY原版 (空耳字幕版)
71380389,2404649,【英雄联盟】新英雄赛娜：暗影之拥
1522050,2401866,大力哥原版采访 /万万没想到
52391199,2394137,台上一只狼，台下一群羊—御姐系斋藤萌鸟
58360946,2392239,前方高能！！！忍住不要笑
83193619,2380595,快 乐 崇 拜
80444137,2378795,做猫真的压力好大…
55539766,2378097,福原爱： 我可能是个假日本人吧! 我东北话贼溜
76241902,2375756,这盘我不接了
17515442,2374793,B站32万人一起制作的视频
15610499,2366237,巨头资：新英雄技能曝光，以及全新的两种控制效果
68767730,2365590,【菠萝赛东】这是我听过奶味最足的野狼disco
23239454,2364715,超凶哦！！！！！
82741932,2358993,#第一次结婚翻车现场
82093827,2349652,多声线警告！小姐姐翻唱《下山》（你喜欢的声线我都有！）
48999358,2349339,爸爸：我们绝对不可以养狗！51660299
51008947,2342217,室友去世器
62029406,2341712,这应该不用彩礼了
74603703,2339314,总算知道妲己怎么魅惑众生了
80899952,2337971,【武林外传】武林骚话！每天一遍，防止抑郁！
66302821,2336259,普通话烫嘴系列
80240943,2330162,【古力娜扎】兔子舞
69770288,2327947,二哈：不好意思，人类已经阻止不了我了
79240553,2327093,女声《Lemon》究竟有多治愈？
75588900,2325413,她都不难受 她只要自由
67334107,2322211,【当香菜成为了客服小姐姐】果然声音可以拯救一切~阿伟再次去世~
41641896,2321898,鹦鹉是沙雕吗
82849279,2319376,你 是 猪
82858049,2312336,这才是真艺术！如此优美，看得我眼睛都直了
54826668,2307728,神仙颜值！超美小姐姐 yurisa 翻唱「灰色と青」 - 菅田将暉/米津玄師
58084760,2301094,你会吹口哨吗？
2298829,2299958,迪迦奥特曼OP（我的打开方式一定有问题）
79619931,2298235,实力单身
56491930,2298081,鸭子:这TM是人干的事？
85005741,2278610,【超清】央视跨年晚会，爱情公寓五主演演唱，快快收藏
69443974,2275888,我相信人是可以逼疯动物的！！
67862322,2272111,当你学会弹舌skr 并向同学炫耀时
40559142,2271331,洗  眼  视  频
45426284,2262447,世界上最难的约德尔唱法，被9岁乌克兰小女孩现场演绎，全场沸腾！
81894623,2254140,网络上的智障操作小短片3.0
27863702,2248507,如果血小板的声优是李云龙的话
15309662,2244939,你们不笑我直播吃屎   足球爆笑时刻2333
45343981,2233555,公安大学查寝督察查寝！！
29666981,2233219,王境泽和高泽文打架视频原版素材
79848769,2228580,【沙雕动画】男生寝室 笑着笑着就哭了
73967885,2224520,二哈：劳资是傻，又不是聋！
54296666,2217184,【国宝熊猫】熊猫：“靠着你坐，你还敢推我？”
61926807,2217090,中国小哥在韩国舞台上演唱《雪落下的声音》听得鸡皮疙瘩！！
73782815,2211504,【 狗粮 】全年级倒数与全年级第一的恋爱
69992729,2205042,【搞笑丧尸片】鲲山行（Chapter 1：启程）卢本伟&孙笑川领衔主演
64691268,2202939,“我支持中国香港，你们可以关我账号了”
73432802,2202698,【初中生翻唱】撒野（cover 欸-61）吉他弹唱 开口跪～
220980,2194763,这货已经忘了自己是头熊了吧
55503871,2190192,刚带回家 就这样 怎么受得了。。。
77511792,2189473,170cm男生的痛
84003009,2189026,【每天一遍，防止抑郁】大 力 V S 张 伟
44195911,2184077,英主持人体验中国公路：我们没救了
8259800,2184035,卢本伟White五五开的生化危机7 的墨迹之旅
20257046,2183144,你们经常听到的ohhhhh梗的起源
50327793,2182364,甜甜的恋爱终于轮到别人了！柠檬精集合了！
47151085,2178792,北极熊：我就是舔了一下铁……
76657893,2173560,绝了！初中课文《口技》神还原！一人一扇一抚尺而已！
27538173,2169753,卢本伟29杀吃鸡完整视频
3531689,2169514,日服lol大量语音公布（更新王国机神贾克斯和腕豪瑟提
77034747,2167750,《笨小孩》原来长大后，我才真正听懂
75422828,2163295,控制好你的右手，别让它毁了你！
32567455,2161108,一个绝对会让你说卧槽的视频
66539761,2154267,【爱情公寓VS家有儿女】我才是对子之王！
27914403,2152389,英雄联盟歌曲登《中国好声音》弹幕却狂吐听不懂！真的没人玩了吗？
53235367,2145148,为何好端端的一个女孩子，一旦成为你的女朋友，她就会变得...
62860049,2144809,【8848】蔡比手机
78761143,2144013,【奥力给】毒液 干就完了！
41503738,2143924,托马斯小火车全损音质素材
58307664,2139973,千万别和原唱“同台飙歌”！最火的网红也不行，一开口就是差距！
70868369,2134727,2018英雄联盟配音秀，刀妹开口，全场震撼，重燃我的LOL斗志！
81754394,2131571,这就是很多男生不想谈恋爱的原因
37065455,2131396,茶理理一人成团！用四种声线翻唱POP/STARS【英雄联盟K/DA全球热单】
58662991,2131064,狗子：奶奶，我吃饱了。奶奶：不，你没有.
67584534,2127719,武  器  大  师
55240688,2120666,【家有儿女】张一山87392143
83906278,2115826,观看一分钟 舒服一整天！
24043036,2114756,马老师看自己鬼畜，笑出猪叫!
32193073,2100217,吃到酸柚子的金丝熊仓鼠？
70141654,2098437,当你洗好澡，男友对你又亲又抱，厌恶样子...
71449392,2097641,亚索哥哥永恩登场！下路地形重做！上下路各新增一个半圆区域！
39168236,2088246,当 周杰伦的音乐在冬奥会的比赛中响起..这个BGM太犯规了!
15515957,2088182,2017全球总决赛 宣传动画 及 主题曲 - 传奇永不熄 (Legends Never Die) - lol英雄联盟
81507263,2083869,花泽香菜汪苏泷北京跨年《有点甜》+《星空》
52405130,2083829,渡我被身子第二弹
49404706,2083290,69948532
43478770,2077598,【99vlog】我居然和初中暗恋对象结婚了|虐狗现场（真有狗）
29054710,2060485,陈道明称“康熙怒斥群臣”这段戏已经超出了电视剧的范畴，直指社会人心！自己演完后特别的舒爽！
47141452,2059967,外国黑胖子跳舞原版素材
75653042,2051157,死 亡 歌 颂 者
75705749,2050823,【卢本伟主演】头号玩家！第三集：PDD被鲲鲲勾引险送命，孙笑川兄弟重聚？
68009964,2048241,当鸡跟鸭一起养后
66855384,2046357,别舔了！极度扎心的工具人心路历程！
8435436,2045077,【曾经的英雄】：菲奥娜，请再表演一次利刃华尔兹
23883041,2039427,中国梦之声上让韩红无语和愤怒的选手集
83130733,2039047,【家有儿女】家有骚话！你的童年我的童年好像不一样
59849201,2035454,木村拓哉遇到史上最叼的女粉丝！高能爆笑哈哈哈哈哈
75065554,2031896,当渣男馋完身子后……
17718,2026784,【手办】史上最强手办
82508014,2015559,这首歌曾火爆全网，感受这场史诗级视觉盛宴！
78287,2014015,你能忍受香菜的嘟嘟噜洗脑么
81983181,2013600,一个浴缸一起长大的青梅竹马，到底会不会在一起？
78792410,2013369,走女朋友的路让女朋友无路可走
66259428,2012872,【爱情公寓番外rap】张伟：退后我要开始装逼了
26294916,2012454,中国速度让英国人开启自黑模式
55052739,2012128,蒙  多  医  生
84432638,2011485,我 优酷 会员 ！
70851464,2011065,耗时七天七夜，感受这视觉巅峰！这才是视觉盛宴！
36154783,2010385,自己选的专业哭着也要上完，不，我要换专业！
85460305,2006989,前方有毒！！史上最嗨万恶之源、二次元迪斯科
75939061,2006642,我可能不是人，但你是真的狗！
67979347,2004634,爸爸可以有多宠女儿！比起女儿，儿子仿佛是充话费送的
2872723,1996831,电影里10场震撼的冲锋
71569261,1995879,评委老师！这话筒后座力太大了！
76304662,1990416,枪       斗        术
41297585,1990133,男孩子在外面要保护好自己，不然成为了女生的玩物！
51498358,1986193,不行我受不了这委屈
80082785,1978631,美颜使我自信
53845615,1974959,生了一个情敌
81622186,1973197,【咏春·药问】 我要打十个一龙
79667305,1972358,外表平静如水，内心波浪起伏
52375917,1965894,黑豹：我大概是豹废了
71151826,1963584,90后上岗了，各单位注意了。
78367567,1963087,【苏卡不列】2019 诸 神 之 战
59511653,1951428,吾王卖萌，天理难容。（啊啊啊saber真的太可爱了(//6482189
82282706,1947158,【日综】日本16岁的男高中生井手上漠，因为比女生还可爱的长相引发了超高关注，小哥哥长得好看就算了，声音居然还这么温柔。
59375006,1940873,唯一一个让我分不清到底开没开特效的姐们
26292898,1939313,抓周树人和我鲁迅有什么关系？
84201269,1934525,邻    里    和    睦
83085341,1932476,跑一次我抓一次
73128108,1932399,追了我一年的男生把我拉黑了 为什么男生不在追女生了
82716180,1931369,你是不是看上我闺蜜了
67356469,1930171,【2019星之守护者动画】《光与蚀》
86724612,1919514,【朱一旦】碰到一个人在卖口罩，张口就是3万！
68385466,1917360,网恋奔现成功，比照片还好看嘻嘻
52820610,1915388,KFC母亲节广告原版高清1080p
78593876,1914105,女孩子从来不会莫名其妙的生气
76602908,1910921,保安：硬要我给你上一课？
60669678,1909059,辛亏发现的早，要不然过两年都打不过了
76017474,1908990,银 河 之 主
59941320,1906372,一起叠熊猫呀！软软的可好叠啦
78881709,1904873,从前有一种狗叫“舔狗”
79234017,1889850,【金     庸     群     侠     传】
78299882,1882432,是的没错，中国反制美国了！
77227770,1878592,你会抱这个日本人吗？
49518764,1877599,高中女生被班主任叫上台表演，一开口搭档懵了一下，不敢往下唱了！
47696302,1865157,徐老师来巡山209：佐伊一Q穿越全图秒杀 什么叫国际星灵呀
86557427,1863432,绿 谷 妈 妈 爱 你
86208216,1862426,【蔡徐坤】仙剑鸡侠传
32264762,1856006,【英雄联盟/燃向】宇宙皇帝——奥德赛·凯隐 百万雄兵 都听我号令！
71989023,1848947,你没穷过，你不懂
80993065,1848363,哥，你压到我脚了！
68426068,1843401,老师在课堂放卢本伟鬼畜视频，别点赞，会死人的
70976310,1841313,蕉太狼：我jo太郎今天也要杀回羊！
11339221,1840697,韩红《天路》震撼吊打全场！【我是歌手】【超清】
9283116,1839774,糯米团子太软都夹不起来了
70228519,1833440,艹！还网恋么？！hhhhhhhh
85377553,1833301,震惊！！诸葛大力居然和咖喱酱在床上做这种事！
74464013,1832895,欧美版水浒人物
35973482,1830435,KDA女团又出新单曲啦！！！
81654285,1829267,复 仇 者 联 盟
85882423,1827538,【钢琴】《人类之光》迪迦奥特曼Ost  致在一线战斗的医务工作者们
56805318,1815182,【前方核能！】男生超高音演唱aLIEz。感受一下男生的核爆嗓音吧 —>
51387431,1811273,【经典老番】神鸡宝贝
79891908,1810473,颤抖的中指，表达着倔犟的灵魂
77337289,1806345,前方高能：这只鸡让我笑了一整天
75330711,1801533,男人不要养猫
71679840,1784045,【全程高能踩点】就没我汤姆不会踩的曲子
84267068,1774159,【前方高能】动漫里猝不及防的车
79657037,1772701,E 学 奇 迹
74679046,1761885,男、女被麻醉后的区别？男生连老爹都敢调戏；女人：结婚、生孩子
59871813,1758835,狗子：我吃饱了奶奶：不，你没有
23212153,1751237,主持人继求婚之后。。。。。
65333244,1750999,【芦苇公寓】卢本伟骚猪大司马真人CS（完整版）
516178,1748171,这样的溺水安全教育真的大丈夫吗
82248423,1747156,袋鼠：小老弟来碰碰？
67212161,1743467,Old Tang Road
53271365,1741413,雷佳音版东北话皮卡丘，也太可爱了吧！
75225783,1740495,花泽香菜教腾格尔唱《恋爱循环》，老师太可爱了!sei no哈哈哈
60526867,1739260,韩国人:中国人是不是一直在追韩国  教授:中国眼里没有韩国
34121153,1738336,建议改为: 名  侦  探  的  头  七
32231367,1729059,在b站看万恶之源名片段是何体验？
66162565,1728403,当你冒死点开乔碧萝的微博视频时…
78819078,1728292,禁 止 套 娃 - 反派禁止套娃，至少不应该
59108316,1725884,终于找到那首一直喊“喔喔喔喔”的歌了！很多人都喜欢，太燃了！
